"id";"name";"link";"visited"
1306;"Build By Science";"http://www.justdial.com/Delhi/Build-By-Science-<near>-near-dda-Flats-Dr-Ambedkar-Nagar-Madangir/011PXX11-XX11-150828174601-D8W1_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1307;"Sachin Rana Fitness Consultant";"http://www.justdial.com/Delhi/Sachin-Rana-Fitness-Consultant-<near>-Khel-Gaon/011PXX11-XX11-110714144815-Q4H8_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1308;"Phitmill The Gymnasio";"http://www.justdial.com/Delhi/Phitmill-The-Gymnasio-<near>-Near-HDFC-Bank-Ramesh-Nagar/011PXX11-XX11-131011184326-N2V4_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1309;"Spectrum Health Club";"http://www.justdial.com/Delhi/Spectrum-Health-Club-<near>-Ndse-1/011PXX11-XX11-150904181423-F6K8_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1310;"Delhi Zumba";"http://www.justdial.com/Delhi/Delhi-Zumba-<near>-South-Extension-1/011PXX11-XX11-140713120016-F4I7_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1311;"FITNESS POINT GYM AND AEROBICS";"http://www.justdial.com/Delhi/FITNESS-POINT-GYM-AND-AEROBICS-<near>-Gurdwara-Mansarover-Garden/011PXX11-XX11-140408182105-K1G8_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1331;"Elemention Gym";"http://www.justdial.com/Delhi/Elemention-Gym-<near>-Near-Radha-Krishna-Mandir-Defence-Colony/011PXX11-XX11-130905172553-K1F6_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1334;"Unisex gym republic";"http://www.justdial.com/Delhi/Unisex-gym-republic-<near>-Opposite-girls-government-school-Ramesh-Nagar/011PXX11-XX11-140219131044-T4T9_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1335;"7 Fitness Studio";"http://www.justdial.com/Delhi/7-Fitness-Studio-<near>-Near-Velocity-M-Block-Market-Greater-Kailash-I/011PXX11-XX11-140917174311-E9C5_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1336;"Fit Fataang";"http://www.justdial.com/Delhi/Fit-Fataang-<near>-Opp-Liliput-Kids-Showroom-Rajouri-Garden/011PXX11-XX11-140109102842-Q6B6_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1337;"Gym N Trim";"http://www.justdial.com/Delhi/Gym-N-Trim-<near>-Sunder-Vihar-Paschim-Vihar/011P1228632334R5N6J8_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1339;"The pumps";"http://www.justdial.com/Delhi/The-pumps-<near>-Near-Mehta-Chowk-Rajouri-Garden/011PXX11-XX11-130415180145-E5T9_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1340;"V Fitness Studio";"http://www.justdial.com/Delhi/V-Fitness-Studio-<near>-Near-St-Marks-School-Paschim-Vihar/011PXX11-XX11-141205135333-Z1M5_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1341;"Body Fit";"http://www.justdial.com/Delhi/Body-Fit-<near>-South-Extension-1/011PXX11-XX11-140516181347-J4I9_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1342;"Power Maniac Gym";"http://www.justdial.com/Delhi/Power-Maniac-Gym-<near>-Sunder-Vihar/011PXX11-XX11-111018150455-D6H8_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1344;"Elite fitness";"http://www.justdial.com/Delhi/Elite-fitness-<near>-Near-kukreja-hospital-Tagore-Garden/011PXX11-XX11-130220130328-P1B4_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1345;"LACROSSE GYM";"http://www.justdial.com/Delhi/LACROSSE-GYM-<near>-Nr-Ratan-Dairy-Mansarover-Garden/011P382092_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1346;"Country Club India Limited";"http://www.justdial.com/Delhi/Country-Club-India-Limited-<near>-Coty-Square-Mall-Rajouri-Garden/011PXX11-XX11-130729161436-N3V3_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1347;"Step 2 Fitness Gym";"http://www.justdial.com/Delhi/Step-2-Fitness-Gym-<near>-Near-Malhotra-Car-Driving-Mansarover-Garden/011PXX11-XX11-141212100839-E1G5_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1348;"Oasis The House Of Fitness";"http://www.justdial.com/Delhi/Oasis-The-House-Of-Fitness-<near>-Behind-Kangaroo-Kids-School-Greater-Kailash-I/011P9003838_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1350;"Elegance Wellness & Fitness Ce...";"http://www.justdial.com/Delhi/Elegance-Wellness-Fitness-Centre-<near>-Dda-Flats-Near-Alaknanda-Shopping-Complex-Kalkaji/011PXX11-XX11-100923193528-B5J3_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1351;"Trigger Gym & Spa";"http://www.justdial.com/Delhi/Trigger-Gym-Spa-<near>-Opposite-Metro-Pillar-No-411-Rajouri-Garden/011PXX11-XX11-140417104614-V5L1_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1353;"S P A BEAUTY PARLOUR";"http://www.justdial.com/Delhi/S-P-A-BEAUTY-PARLOUR-<near>-Part-4-Lajpat-Nagar/011P104316_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1354;"Eminence";"http://www.justdial.com/Delhi/Eminence-<near>-Near-Axis-Bank-Paschim-Vihar/011P5476246_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1355;"The Glorious Gym";"http://www.justdial.com/Delhi/The-Glorious-Gym-<near>-Near-gurdwara-Tagore-Garden/011PXX11-XX11-130522085306-B8A1_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1356;"Fitness health gym";"http://www.justdial.com/Delhi/Fitness-health-gym-<near>-Tyagraj-stadium-Kotla-Mubarakpur/011PXX11-XX11-121211175017-K9B6_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1358;"Gravity gym";"http://www.justdial.com/Delhi/Gravity-gym-<near>-Kotla-Mubarakpur/011PXX11-XX11-121031140008-S3C3_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1359;"KEEP-FIT FITNESS POINT";"http://www.justdial.com/Delhi/KEEP-FIT-FITNESS-POINT-<near>-Near-Reliance-Fresh-Mansarover-Garden/011PXX11-XX11-130302121957-T2Y9_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1360;"Muscle Makers Gym";"http://www.justdial.com/Delhi/Muscle-Makers-Gym-<near>-Near-Amar-Colony-Gurudwara-Lajpat-Nagar-4-Lajpat-Nagar/011PXX11-XX11-130228171932-A5K9_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1361;"FITNESS FUSION";"http://www.justdial.com/Delhi/FITNESS-FUSION-<near>-Near-Sarover-Hospital-Mansarover-Garden/011PXX11-XX11-130305114445-H2B2_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1362;"Health 4 Life";"http://www.justdial.com/Delhi/Health-4-Life-<near>-Near-Wah-Ji-Wah-Amar-Colony-Lajpat-Nagar/011PXX11-XX11-140609201607-X7Z3_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1364;"xtreme nutritions";"http://www.justdial.com/Delhi/xtreme-nutritions-<near>-main-market-Amar-Colony-Lajpat-Nagar/011PXX11-XX11-141112124538-P1B5_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1365;"WELL BEING GYM & SPA";"http://www.justdial.com/Delhi/WELL-BEING-GYM-SPA-<near>-Amar-Clny-Lajpat-Nagar-4-Lajpat-Nagar/011PXX11-XX11-120613150539-Q7Z7_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1366;"Great Body Temple";"http://www.justdial.com/Delhi/Great-Body-Temple-<near>-Opposite-20-Block-Pishori-Gurudwara-Tilak-Nagar/011PXX11-XX11-110723162748-U6T7_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1367;"Workout Studio";"http://www.justdial.com/Delhi/Workout-Studio-<near>-Nehru-Market-Rajouri-Garden/011PXX11-XX11-110627142759-Y2W1_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1369;"Young N Beautiful Skin & Body ...";"http://www.justdial.com/Delhi/Young-N-Beautiful-Skin-Body-Solutions-<near>-Greater-Kailash/011PW000220_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1370;"Multi Gym";"http://www.justdial.com/Delhi/Multi-Gym-<near>-Rishi-nagar-Kotla-Mubarakpur/011PXX11-XX11-130212122328-B2T3_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1371;"Rudra Holistic Yoga Centre";"http://www.justdial.com/Delhi/Rudra-Holistic-Yoga-Centre-<near>-Near-G-K-2-C-R-Park/011PXX11-XX11-100814152426-D1T9_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1372;"The Unique Health Gym";"http://www.justdial.com/Delhi/The-Unique-Health-Gym-<near>-Near-Maszid-Tughlakabad-Extension/011PXX11-XX11-131116171311-P8J2_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1374;"The O2 Gym & fitness Center";"http://www.justdial.com/Delhi/The-O2-Gym-fitness-Center-<near>-Opp-hdfc-Bank-ATM-Vasundhara-Sector-06/011PX120-X120-121105140921-E9A6_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1375;"Racjna Yoga";"http://www.justdial.com/Delhi/Racjna-Yoga-<near>-Defence-Colony/011PXX11-XX11-101030171750-X1U1_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1376;"Extreme Fitness";"http://www.justdial.com/Delhi/Extreme-Fitness-<near>-M-Block-Market-Greater-Kailash/011PXXXX-XXXX-101031221957-X9P9_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1379;"ROYAL GYM & food supplement";"http://www.justdial.com/Delhi/ROYAL-GYM-food-supplement-<near>-near-Shivalik-hospital-Badarpur-Gurgaon/011PXX11-XX11-121222105431-G1C7_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1380;"Gym & Aerobic Centre";"http://www.justdial.com/Delhi/Gym-Aerobic-Centre-<near>-Sheetla-Mandir-Vishnu-Garden/011PXX11-XX11-131115095400-Q6N9_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1382;"DABANG FITTNESS POINT";"http://www.justdial.com/Delhi/DABANG-FITTNESS-POINT-<near>-Nilothi-Moor-Shiv-Ram-Park-Extn-Nangloi/011PXX11-XX11-130607123125-N5N8_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1383;"Perfect Work Out";"http://www.justdial.com/Delhi/Perfect-Work-Out-<near>-Ndse/011P341147_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1384;"Vkr Xtreme Fittness Gym N Spa";"http://www.justdial.com/Delhi/Vkr-Xtreme-Fittness-Gym-N-Spa-<near>-M-Blk-Mkt-Ntxt-Pizza-Hut-Greater-Kailash/011PXX11-XX11-110217082040-P4K7_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1386;"Power yoga";"http://www.justdial.com/Delhi/Power-yoga-<near>-Kailash-Colony/011PXX11-XX11-130312143634-N4X8_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1387;"Sumita Nutrition Services";"http://www.justdial.com/Delhi/Sumita-Nutrition-Services-<near>-Near-Water-Tank-Ramesh-Nagar/011PXX11-XX11-110914105903-Y9Z3_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1388;"Star Gym";"http://www.justdial.com/Delhi/Star-Gym-<near>-Nr-TARA-apartment-Tughlakabad-Extension/011PXX11-XX11-141107173457-W6Z7_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1389;"Iron Blast Gym";"http://www.justdial.com/Delhi/Iron-Blast-Gym-<near>-Desh-Bandhu-College-Kalkaji/011PXX11-XX11-141220174749-X2I1_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1390;"RAMBO FITNESS CENTRE";"http://www.justdial.com/Delhi/RAMBO-FITNESS-CENTRE-<near>-NR-KSK-ACADEMY-Sangam-Vihar/011PXX11-XX11-140429211308-P6C8_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1391;"Sid Fitness Point";"http://www.justdial.com/Delhi/Sid-Fitness-Point-<near>-B-S-E-S-office-Tagore-Garden/011PXX11-XX11-150925110643-N2I5_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1392;"body fit fitness centre";"http://www.justdial.com/Delhi/body-fit-fitness-centre-<near>-macd-South-Extension-1/011PXX11-XX11-141119104358-D3S9_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1394;"Platinum fitness gym";"http://www.justdial.com/Delhi/Platinum-fitness-gym-<near>-Near-diamond-properties-Sangam-Vihar/011PXX11-XX11-150209180244-Y2X7_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1395;"Bodyzone Gym";"http://www.justdial.com/Delhi/Bodyzone-Gym-<near>-Rajouri-Garden/011PXX11-XX11-110725092151-C4G4_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1396;"royal gym";"http://www.justdial.com/Delhi/royal-gym-<near>-Tagore-Garden/011PXX11-XX11-140710153947-K1F8_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1397;"Energy Studio";"http://www.justdial.com/Delhi/Energy-Studio-<near>-Part-1-Greater-Kailash/011P789148_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1398;"Rambo Fitness Gym";"http://www.justdial.com/Delhi/Rambo-Fitness-Gym-<near>-Near-KSK-academy-Sangam-Vihar/011PXX11-XX11-121221165030-Q1H6_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1399;"The Fitness Active";"http://www.justdial.com/Delhi/The-Fitness-Active-<near>-Nr-shemrock-school-Mansarover-Garden/011PXX11-XX11-130304111111-Y8E8_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1402;"Muscle & Power Gym";"http://www.justdial.com/Delhi/Muscle-Power-Gym-<near>-Avobe-Union-Bank-Chander-Vihar/011PXX11-XX11-150716100009-Y8M5_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1403;"Soumens Workout";"http://www.justdial.com/Delhi/Soumens-Workout-<near>-Greater-Kailash/011PXX11-XX11-120811163714-Y1J5_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1404;"Doorstep Fitness";"http://www.justdial.com/Delhi/Doorstep-Fitness-<near>-Greater-Kailash-I/011PXX11-XX11-140605161722-Q4Q2_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1405;"HEALTH ACADEMY";"http://www.justdial.com/Delhi/HEALTH-ACADEMY-<near>-Behind-shiv-mandir-Tagore-Garden/011PXX11-XX11-111018224448-Z1X9_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1406;"B E Gym";"http://www.justdial.com/Delhi/B-E-Gym-<near>-Near-Pani-Ki-Tanki-Nangloi/011PXX11-XX11-130820154141-F6L3_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1407;"Planet X Gym/Spa/Salon";"http://www.justdial.com/Delhi/Planet-X-Gym-Spa-Salon-<near>-/011PXX11-XX11-110319033615-S9B6_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1408;"Ricky gym";"http://www.justdial.com/Delhi/Ricky-gym-<near>-Chand-basti-Kotla-Mubarakpur/011PXX11-XX11-140116171321-N4D4_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1410;"Body Blast Gym";"http://www.justdial.com/Delhi/Body-Blast-Gym-<near>-Zamrudpur-Greater-Kailash-I/011PXX11-XX11-140523113229-P8U2_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1411;"XPLODE HEALTH CLUB";"http://www.justdial.com/Delhi/XPLODE-HEALTH-CLUB-<near>-Near-Raja-Garden-Chauk-Rajouri-Garden/011PXX11-XX11-130308180139-E6W3_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1412;"THE FITNESS HUb";"http://www.justdial.com/Delhi/THE-FITNESS-HUb-<near>-Raja-Garden/011PXX11-XX11-130321162308-Y6X2_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1413;"Look me";"http://www.justdial.com/Delhi/Look-me-<near>-Backend-of-aggrawal-sweets-Kalkaji-Extension/011PXX11-XX11-131017112906-M9N3_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1414;"a p property solution";"http://www.justdial.com/Delhi/a-p-property-solution-<near>-Greater-Kailash/011PXX11-XX11-130309112822-M9L1_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1415;"Power zone";"http://www.justdial.com/Delhi/Power-zone-<near>-Tughlakabad-Extension/011PXX11-XX11-140529185256-Z5U4_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1416;"The Gym 3D";"http://www.justdial.com/Delhi/The-Gym-3D-<near>-Opp-Tara-Apartment-Tughlakabad-Extension/011PXX11-XX11-150612181711-V9U1_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1417;"Gain weight loose weight";"http://www.justdial.com/Delhi/Gain-weight-loose-weight-<near>-Near-Doctor-Ansaar-Clinic-Paschim-Vihar/011PXX11-XX11-130112121356-K2J2_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1419;"Aarav Fitness";"http://www.justdial.com/Delhi/Aarav-Fitness-<near>-Kalkaji/011PXX11-XX11-150205191051-H6M5_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1420;"Rahul Personal Trainer";"http://www.justdial.com/Delhi/Rahul-Personal-Trainer-<near>-Kalkaji/011PXX11-XX11-150519175104-Y7W1_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1421;"Attitude gym";"http://www.justdial.com/Delhi/Attitude-gym-<near>-near-metro-pillar-no-53-Sikandarpur/011PXX11-XX11-150902184943-Z4Q2_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1422;"The Big Biceps Gym";"http://www.justdial.com/Delhi/The-Big-Biceps-Gym-<near>-Near-Kribhco-Apartment-Noida-Sector-35/011PXX11-XX11-140327190533-Y1F8_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1423;"Team iron champs";"http://www.justdial.com/Delhi/Team-iron-champs-<near>-Near-shani-mandir-Karhera/011PXX11-XX11-150924183642-W7B9_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1425;"Ovation Gym & Health Studio";"http://www.justdial.com/Delhi/Ovation-Gym-Health-Studio-<near>-Rajouri-Garden/011PXX11-XX11-090926195959-J9G2_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1426;"Malik food supplement supplier";"http://www.justdial.com/Delhi/Malik-food-supplement-supplier-<near>-Desh-Bandhu-College-Kalkaji/011PXX11-XX11-130529160219-Z4U1_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1427;"STAR OVESION GYM";"http://www.justdial.com/Delhi/STAR-OVESION-GYM-<near>-Near-DDA-Flats-Rajouri-Garden/011PXX11-XX11-140102120154-N9Q2_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1428;"Muscles & Fitness Gym";"http://www.justdial.com/Delhi/Muscles-Fitness-Gym-<near>-Op-Shabnam-Banquet-Tughlakabad-Extension/011P1721788_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1429;"Health For Gym";"http://www.justdial.com/Delhi/Health-For-Gym-<near>-Near-Tagore-International-School-Amar-Colony-Lajpat-Nagar/011PXX11-XX11-130725100530-V1W3_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1468;"Pegassus Fit life Gym";"http://www.justdial.com/Delhi/Pegassus-Fit-life-Gym-<near>-Opp-Radisson-Blu-Hotel-Paschim-Vihar/011PXX11-XX11-091210200138-E5K1_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1469;"Shape n shine";"http://www.justdial.com/Delhi/Shape-n-shine-<near>-Muthoot-bank-East-Of-Kailash/011PXX11-XX11-131125161813-E4W3_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1470;"The X Gym";"http://www.justdial.com/Delhi/The-X-Gym-<near>-Near-PC-Jewellers-Paschim-Vihar/011PXX11-XX11-141010164452-R1W1_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1471;"Body Booster Gym";"http://www.justdial.com/Delhi/Body-Booster-Gym-<near>-Lajpat-Nagar-4-Lajpat-Nagar/011PXX11-XX11-111222122826-F7K6_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1472;"STEEL GYM";"http://www.justdial.com/Delhi/STEEL-GYM-<near>-near-satya-Bhama-hospital-Nangloi/011PXX11-XX11-141225170452-E9P6_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1473;"O2 CLUB WELLNESS INDIA PVT LTD";"http://www.justdial.com/Delhi/O2-CLUB-WELLNESS-INDIA-PVT-LTD-<near>-near-pind-baluchi-Lajpat-Nagar/011PXX11-XX11-150324175701-Z2I2_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1474;"Exotic The Gym";"http://www.justdial.com/Delhi/Exotic-The-Gym-<near>-Jwala-Heri-Mkt-Paschim-Vihar/011P1234618328E9I3C4_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1475;"Cuts and curves";"http://www.justdial.com/Delhi/Cuts-and-curves-<near>-near-L-block-golchakkar-Kalkaji/011PXX11-XX11-150808145139-M1B7_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1476;"P ACADEMY GYM";"http://www.justdial.com/Delhi/P-ACADEMY-GYM-<near>-Near-dominos-East-Patel-Nagar/011PXX11-XX11-140719173440-L1E7_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1477;"Oxgigen";"http://www.justdial.com/Delhi/Oxgigen-<near>-Nr-Savitri-Cinema-Greater-Kailash/011PXX11-XX11-100424132751-L8W7_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1478;"The Gym Health Care";"http://www.justdial.com/Delhi/The-Gym-Health-Care-<near>-Nr-Sagar-Ratna-Restaurant-Paschim-Vihar/011PXX11-XX11-101115075812-L4Q6_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1479;"The gym health club";"http://www.justdial.com/Delhi/The-gym-health-club-<near>-Near-metro-station-East-Patel-Nagar/011PXX11-XX11-130326105404-D2J2_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
1665;"Kailash Health Village";"http://www.justdial.com/Delhi/Kailash-Health-Village-<near>-Noida-Sector-62/011PXXXX-XXXX-101004164853-Y3G1_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBOb2lkYQ==";"1"
1671;"Ramagya Sports Academy";"http://www.justdial.com/Delhi/Ramagya-Sports-Academy-<near>-Noida-Sector-50/011PXX11-XX11-131130174719-Q5T7_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBOb2lkYQ==";"1"
1672;"IDEAL BODY GYM";"http://www.justdial.com/Delhi/IDEAL-BODY-GYM-<near>-Above-dominos-Greater-Noida/011PXX11-XX11-130413130124-V3M3_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBOb2lkYQ==";"1"
1673;"Fitness Mantra";"http://www.justdial.com/Delhi/Fitness-Mantra-<near>-Next-To-Srs-Value-Bazar-Noida-Sector-51/011PXX11-XX11-110823125035-E7K8_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBOb2lkYQ==";"1"
1674;"Fitness 52";"http://www.justdial.com/Delhi/Fitness-52-<near>-Near-Community-Centre-Noida-Sector-52/011PXX11-XX11-140318102138-X1V1_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBOb2lkYQ==";"1"
1675;"Get Fit N Fine";"http://www.justdial.com/Delhi/Get-Fit-N-Fine-<near>-Near-ICICI-Bank-Central-Market-Noida-Sector-50/011PXX11-XX11-121015185455-K1Y2_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBOb2lkYQ==";"1"
1676;"WorkOutz Gym";"http://www.justdial.com/Delhi/WorkOutz-Gym-<near>-Nr-Sector-51-Kendra-Vihar-Society-Noida-Sector-50/011PXX11-XX11-091212215140-I7D1_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBOb2lkYQ==";"1"
1678;"THE BULLS GYM";"http://www.justdial.com/Delhi/THE-BULLS-GYM-<near>-Noida-Sector-41/011PXX11-XX11-150430170334-R6I3_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBOb2lkYQ==";"1"
1679;"Life Fit";"http://www.justdial.com/Delhi/Life-Fit-<near>-Sec-47-Noida/011PXX11-XX11-110811152608-U2H1_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBOb2lkYQ==";"1"
1680;"Gold Star Gym And Personal Fit...";"http://www.justdial.com/Delhi/Gold-Star-Gym-And-Personal-Fitness-Trainer-<near>-Behind-Vds-Market-Sector-110-Market-Noida-Sector-82/011PXX11-XX11-110223172849-L6Z8_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBOb2lkYQ==";"1"
